name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,allergen,allergen_milk,allergen_nuts,allergen_soybeans,allergen_gluten,allergen_eggs,calculated_nutriscore,health_class
Yop Parfum vanille - Yoplait - 6 x 180 g,drinks,3.0,10.6,10.4,0.5,12.751875527426158,0.12,Allergens: Milk,1,0,0,0,0,2,Neutral
Soia drink vaniglia - Penny,drinks,3.0,4.0,3.5,0.3,12.751875527426158,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Hipro 25g protein 0% sugar - Danone - 300 g,drinks,12.5,8.25,2.8,0.25,12.751875527426158,0.0,Allergens: Milk,1,0,0,0,0,1,Beneficial
Yakult original - 390 ml (6 x 65 ml),drinks,1.3,15.4,13.6,0.0,12.751875527426158,0.04,Allergens: Milk,1,0,0,0,0,2,Neutral
Zero Sugar Plain Oatmilk - Chobani - 52 fl oz,drinks,0.417,2.92,0.0,0.0,0.417,0.052,Allergens: Milk,1,0,0,0,0,2,Neutral
Ultra Fiesta - Monster - 500ml,drinks,0.0,1.3,0.0,0.0,12.751875527426158,0.2,Allergens: Milk,1,0,0,0,0,2,Neutral
Coc Cola Zero 8pk - Coca-Cola - 8 x 330 ml,drinks,0.0,0.0,0.0,0.0,12.751875527426158,0.02,Allergens: Milk,1,0,0,0,0,2,Neutral
Minor figures Barista oat (light) - 1 litre,drinks,0.4,12.0,5.6,0.3,0.0,0.2,Allergens: Gluten,0,0,0,1,0,3,Harmful
Classic Root Beer - Olipop - 12 Fl oz,drinks,0.0,4.78,0.597,11.578162962962963,2.69,0.019,Allergens: Gluten,0,0,0,1,0,3,Harmful
Pepsi light - PepsiCo - 1.5 L,drinks,0.1,0.1,0.0,0.0,12.751875527426158,0.02,Allergens: Gluten,0,0,0,1,0,2,Neutral
Coconut drink - Tesco,drinks,0.52,2.56,2.36,0.68,12.751875527426158,2.62,Allergens: Gluten,0,0,0,1,0,2,Neutral
Oat Barista Creamer - Naturli’ - 1L,drinks,0.9,9.7,4.3,0.3,12.751875527426158,0.12,Allergens: Gluten,0,0,0,1,0,2,Neutral
Iced Coffee Original - Jimmy's - 275ml,drinks,2.2,4.9,4.9,0.7,0.0,0.175,Allergens: Milk,1,0,0,0,0,3,Harmful
"Pepsi Max - 1,75 l",drinks,0.1,0.1,0.0,0.0,12.751875527426158,0.01,Allergens: Milk,1,0,0,0,0,2,Neutral
Dragon Fruit Drink,drinks,0.0,5.417,2.917,0.0,1.25,0.0,Allergens: Milk,1,0,0,0,0,2,Neutral
Lactose Free Whole Dairy Drink by Sainsbury - By sainsbury's,drinks,1.0,62.0,59.0,29.935,12.751875527426158,2.62,Allergens: Milk,1,0,0,0,0,3,Harmful
"Körte zero víz - Lidl - 1,5l",drinks,0.0,0.5,0.0,0.0,12.751875527426158,0.02,Allergens: Milk,1,0,0,0,0,2,Neutral
Schweppes selection Hibiscus - 45ml,drinks,0.0,7.9,7.9,0.0,12.751875527426158,0.01,Allergens: Milk,1,0,0,0,0,2,Neutral
Vemondo - 1 litro,drinks,0.9,8.4,6.0,0.1,12.751875527426158,0.07,Allergens: Milk,1,0,0,0,0,2,Neutral
Vegan Chai Latte - Drink me chai - 250g,drinks,1.9,85.7,59.3,6.6,2.0,0.47,Allergens: Soybeans,0,0,1,0,0,4,Harmful
Nordic Oat Drink - Jörd - 1L,drinks,0.7,7.2,2.6,0.1,12.751875527426158,0.15,Allergens: Gluten,0,0,0,1,0,2,Neutral
Espresso Macchiato - Milbona - 1pcs,drinks,3.0,8.2,8.2,0.8,12.751875527426158,0.18,Allergens: Milk,1,0,0,0,0,2,Neutral
Hafer Drink glutenfrei - Rewe bio - 1L,drinks,14.52,13.0,6.0,12.0,12.751875527426158,2.62,Allergens: Milk,1,0,0,0,0,1,Beneficial
Unsweetened almond milk - Morrisons - 1 litre,drinks,0.6,0.6,0.5,0.1,0.0,0.15,Allergens: Nuts,0,1,0,0,0,3,Harmful
Hafer drink natur - Rewe - 1l,drinks,0.4,8.5,5.6,0.2,12.751875527426158,0.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Monster Energy - 500ml,drinks,0.0,12.0,11.0,0.0,0.0,0.19,Allergens: Gluten,0,0,0,1,0,3,Harmful
Sparkling Passionfruit and Pomelo - Goodrays - 250ml,drinks,14.52,46.0,59.0,29.935,12.751875527426158,2.62,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Оболонь - 2 літри,drinks,12.055957255343081,14.729708803611738,13.901433217189314,11.578162962962963,12.751875527426158,2.62,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Kombucha,drinks,0.5,1.6,0.0,0.1,0.5,2.62,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Млечна напитка с вкус на ванилия - Müller - 376 мл,drinks,6.6,10.2,10.2,0.9,12.751875527426158,0.128,Allergens: Milk,1,0,0,0,0,1,Beneficial
"Băutură cu grâu spelta, UHT - Nature's Promise - 1 l",drinks,14.52,18.0,27.0,29.935,12.751875527426158,1.0,Allergens: Gluten,0,0,0,1,0,2,Neutral
Oat drink barista edition 500ml - Oatly - 500 ml,drinks,1.1,7.1,3.4,0.3,0.8,0.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Energy drink,drinks,0.5,10.4,10.4,0.0,0.0,0.16,Allergens: Gluten,0,0,0,1,0,3,Harmful
Dada mangue - Dada drinks - 330 ml,drinks,0.0,3.5,3.5,11.578162962962963,12.751875527426158,2.62,Allergens: Gluten,0,0,0,1,0,2,Neutral
Actimel,drinks,2.8,10.5,10.0,1.0,12.751875527426158,0.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Ginger and Tumeric Kombucha - Fix8 - 25 cl,drinks,0.0,3.12,3.12,0.0,0.0,0.118,Allergens: Gluten,0,0,0,1,0,3,Harmful
Marks and spencers diet cloudy lemonade - Marks & Spencer,drinks,0.1,0.5,0.2,0.1,0.5,0.01,,0,0,0,0,0,2,Neutral
Oat & Vanilla Drink - Jörd - 1 Litre,drinks,0.8,8.8,3.3,0.1,12.751875527426158,0.15,"Allergens: Gluten, Organic-oats",0,0,0,1,0,2,Neutral
Oat kefir drink vanilla -,drinks,0.3,8.2,5.1,1.9,0.3,0.09,Allergens: Apple,0,0,0,0,0,3,Harmful
Les milbo’z à boire - Envia - 6 x 180 g,drinks,2.7,10.4,10.4,0.5,0.0,0.1,Allergens: Milk,1,0,0,0,0,3,Harmful
Briquettes lait chocolat - Candia,drinks,3.3,8.9,8.8,0.5,0.7,0.09,Allergens: Milk,1,0,0,0,0,2,Neutral
Milsani protein shake - Milisani,drinks,10.0,7.0,13.901433217189314,11.578162962962963,12.751875527426158,2.62,Allergens: Milk,1,0,0,0,0,2,Neutral
Pepsi black - 500ml,drinks,0.0,0.0,0.0,0.0,12.751875527426158,0.015,Allergens: Milk,1,0,0,0,0,2,Neutral
Cola Zero - Freeway - 2l,drinks,0.0,0.0,0.0,0.0,0.0,0.02,Allergens: Milk,1,0,0,0,0,3,Harmful
Oat Drink - Natrue - 1 l,drinks,1.6,8.2,5.4,0.3,0.7,0.03,Allergens: Gluten,0,0,0,1,0,2,Neutral
Bebida energética Zero - Hacendado - 25 cl,drinks,0.0,0.0,0.0,0.0,12.751875527426158,0.15,Allergens: Gluten,0,0,0,1,0,2,Neutral
Lassi Mango - Edeka Bio - 250ml,drinks,2.7,11.9,11.8,1.8,12.751875527426158,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Kongstrong - Lidl,drinks,0.5,9.7,9.7,11.578162962962963,12.751875527426158,0.2,Allergens: Milk,1,0,0,0,0,2,Neutral
Orange Juice Smooth - Marks & Spencer - 350ml,drinks,14.52,13.0,1.0,29.935,20.232014218009482,2.62,Allergens: Orange,0,0,0,0,0,1,Beneficial
Carbonated softdrink with lemon and lime taste - Sprite - The Coca-Cola Company - 2 l,drinks,0.0,9.0,9.0,0.0,12.751875527426158,0.03,Allergens: Orange,0,0,0,0,0,2,Neutral
Energy Kombucha - Holland and Barrett - 250 ml,drinks,0.5,0.5,0.5,0.1,0.5,0.01,Allergens: Orange,0,0,0,0,0,2,Neutral
Overherd Oat Drink Powder - 800g,drinks,14.52,7.0,78.0,29.935,20.232014218009482,2.62,Allergens: Gluten,0,0,0,1,0,2,Neutral
Frijj - Muller,drinks,3.4,11.4,10.9,0.8,0.0,0.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Red Bull,drinks,0.0,11.0,11.0,11.578162962962963,12.751875527426158,0.25,Allergens: Gluten,0,0,0,1,0,2,Neutral
Plus Cherry and Elderberry Twist - Actimel - 800g,drinks,2.9,11.0,11.0,1.0,1.0,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
j20 - Britvic Soft Drinks Ltd. - 275 ml,drinks,12.055957255343081,14.729708803611738,13.901433217189314,11.578162962962963,12.751875527426158,2.62,Allergens: Milk,1,0,0,0,0,1,Beneficial
Milch Drink Erdbeer - Milbona,drinks,3.2,9.9,9.9,0.9,12.751875527426158,2.62,Allergens: Milk,1,0,0,0,0,2,Neutral
Bebida à Base de Soja Baunilha - Pingo Doce - 1 l,drinks,2.9,4.4,4.4,0.3,0.4,0.16,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Hacendado - 6 x 1 l,drinks,1.2,5.1,2.4,0.3,1.0,0.15,Allergens: Gluten,0,0,0,1,0,2,Neutral
"Paulberger - Peach - 0,33 L",drinks,0.0,4.5,4.3,11.578162962962963,12.751875527426158,2.62,Allergens: Gluten,0,0,0,1,0,2,Neutral
Hafer Drink Vanille - DmBio - 1l,drinks,0.6,6.0,5.2,0.2,0.5,0.13,Allergens: Gluten,0,0,0,1,0,3,Harmful
Monster Bad Apple - Monster Energy - 500ml,drinks,0.0,9.1,8.2,11.578162962962963,12.751875527426158,0.168,Allergens: Kiwi,0,0,0,0,0,2,Neutral
Kokos Drink Natur - DmBio - 1l,drinks,14.52,67.0,49.0,1.0,20.232014218009482,2.62,Allergens: Kiwi,0,0,0,0,0,2,Neutral
Bevanda Alle Mandorle - Amo Essere,drinks,0.5,0.0,0.0,0.1,0.3,0.147,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Leite de aveia,drinks,14.52,78.0,78.0,29.935,20.232014218009482,2.62,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Bebida à Base de Soja sem Adição de Açúcares - Pingo Doce - 1 l,drinks,1.9,0.5,0.0,0.2,0.5,0.06,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Carbonated natural mineral water - S.Pellegrino - 1 L,drinks,12.055957255343081,14.729708803611738,13.901433217189314,11.578162962962963,12.751875527426158,0.008,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Almond beverage - Trader Joe's - 1.89L,drinks,0.417,0.417,13.901433217189314,11.578162962962963,12.751875527426158,0.167,Allergens: Nuts,0,1,0,0,0,2,Neutral
limebubly - Bubly - 355 mL,drinks,0.0,0.0,0.0,0.0,0.0,0.0,Allergens: Nuts,0,1,0,0,0,2,Neutral
Organic Soy Vanilla - Kirkland - 946 ml,drinks,2.92,3.75,2.5,0.833,0.417,0.099,Allergens: Soybeans,0,0,1,0,0,2,Neutral
"Almond So Nice Unsweet Original, Chilled. - Earth's Own Organics 🇨🇦 - 1.75 L",drinks,0.4,0.4,0.0,0.0,0.4,0.13,Allergens: Nuts,0,1,0,0,0,3,Harmful
Voss Vann Sparkling 800ml - CONAXESS TRADE NORGE AS,drinks,0.0,0.0,0.0,0.0,12.751875527426158,0.02,Allergens: Nuts,0,1,0,0,0,2,Neutral
Synergy gingerberry organic vegan raw kombucha - GT's - 473 ml,drinks,0.0,2.54,0.634,11.578162962962963,12.751875527426158,0.005,Allergens: Nuts,0,1,0,0,0,2,Neutral
NOT DRINK - Corona,drinks,0.338,3.92,13.901433217189314,11.578162962962963,12.751875527426158,2.62,Allergens: Nuts,0,1,0,0,0,2,Neutral
Unsweetened Almond Drink - Califia Farms - 750 ml,drinks,0.5,0.5,0.1,0.1,12.751875527426158,0.18,Allergens: Nuts,0,1,0,0,0,2,Neutral
"Actimel Fraise offre Anniversaire - Danone - 1,4 kg",drinks,2.8,12.09,11.99,1.0,0.0,0.1,Allergens: Nuts,0,1,0,0,0,3,Harmful
"Volvic Tee Minz Geschmack - 1,5 l",drinks,0.0,4.9,4.9,0.0,0.0,0.01,Allergens: Nuts,0,1,0,0,0,3,Harmful
Badoit rouge - 50 cl,drinks,12.055957255343081,14.729708803611738,13.901433217189314,11.578162962962963,12.751875527426158,2.62,Allergens: Nuts,0,1,0,0,0,1,Beneficial
N.A! coconut nature - 750 ml,drinks,0.4,2.9,0.0,2.0,12.751875527426158,0.08,Allergens: Nuts,0,1,0,0,0,2,Neutral
Eau minérale naturelle - Orezza - 1 l e,drinks,0.0,0.0,0.0,0.0,0.0,0.0,Allergens: Nuts,0,1,0,0,0,2,Neutral
Hafer Drink - denree - 1l,drinks,0.7,7.8,4.5,0.4,12.751875527426158,0.08,Allergens: Gluten,0,0,0,1,0,2,Neutral
Kokos Drink Natur - Alnatura - 1 l,drinks,14.52,57.0,34.0,29.935,20.232014218009482,2.62,Allergens: Gluten,0,0,0,1,0,2,Neutral
"fritz-limo apple-cherry-elderberry - 0,33 l",drinks,0.1,7.2,7.0,0.1,12.751875527426158,0.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Coca-Cola - 330ml,drinks,0.0,10.6,10.6,0.0,0.0,0.01,Allergens: Gluten,0,0,0,1,0,3,Harmful
IRN BRU - Barr - 330ml,drinks,0.0,4.5,4.5,0.0,0.0,0.009,Allergens: Gluten,0,0,0,1,0,3,Harmful
IRN-BRU Bottle - 500 mL,drinks,14.52,66.0,63.0,11.578162962962963,12.751875527426158,2.62,Allergens: Gluten,0,0,0,1,0,2,Neutral
Rice drink natural - Lima - 1 L,drinks,0.0,10.0,5.5,0.0,0.0,0.08,,0,0,0,0,0,3,Harmful
Tónica original - Nordic Mist - 330 ml,drinks,0.0,7.8,7.8,0.0,12.751875527426158,0.0,,0,0,0,0,0,2,Neutral
"Băutură răcoritoare cu aroma de struguri - Fanta - 2,5 L",drinks,0.0,8.4,8.4,0.0,12.751875527426158,0.01,Allergens: Apple,0,0,0,0,0,2,Neutral
Cappuccino - Starbucks - 220 ml,drinks,2.8,8.8,4.7,1.6,12.751875527426158,0.09,Allergens: Apple,0,0,0,0,0,2,Neutral
Coca-Cola Zero Sugar - 330 ml,drinks,0.0,0.0,0.0,0.0,0.0,0.02,Allergens: Apple,0,0,0,0,0,3,Harmful
Slim Orange - Hamoud Boualem,drinks,0.1,11.4,11.4,0.0,12.751875527426158,0.32,Allergens: Apple,0,0,0,0,0,2,Neutral
Nesquik - Nestlé - 180 ml e,drinks,3.9,10.1,9.8,0.7,0.7,0.13,Allergens: Milk,1,0,0,0,0,2,Neutral
Rice Calcium - Riso Scotti - 1 l,drinks,0.2,13.1,8.5,0.2,12.751875527426158,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Bio Rice Drink Vanillia - The Bridge - 1 l,drinks,0.1,12.3,5.1,0.5,0.2,0.1,Allergens: Milk,1,0,0,0,0,3,Harmful
Riso original biologico - Isola Bio - 1 l,drinks,0.0,14.0,5.5,0.1,0.0,0.09,Allergens: Milk,1,0,0,0,0,3,Harmful
Squashums Strawberry Yoghurt Drinks - Nestlé - 6 x 90 g,drinks,2.8,13.1,12.7,0.9,12.751875527426158,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Leche de almendras - Alpro - 1 l,drinks,0.5,3.0,3.0,0.2,0.2,0.14,Allergens: Nuts,0,1,0,0,0,3,Harmful
Nature Vanilla Almond Drink U.H.T - Ecomil - 1 l,drinks,0.8,1.5,0.3,0.8,1.5,0.1,Allergens: Nuts,0,1,0,0,0,2,Neutral
Cargando… - Hacendado - 200 ml,drinks,3.1,10.0,10.0,0.5,12.751875527426158,0.14,Allergens: Milk,1,0,0,0,0,2,Neutral
Yogur líquido con fresa - Hacendado - 1380 g,drinks,1.8,12.6,12.5,0.8,12.751875527426158,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Almond Milk Unsweetened - Vitasoy - 1 litre,drinks,0.72,0.32,0.12,0.52,0.96,0.09,Allergens: Nuts,0,1,0,0,0,2,Neutral
Energie Drink -  - 250 ml,drinks,12.055957255343081,14.729708803611738,13.901433217189314,11.578162962962963,12.751875527426158,2.62,Allergens: Nuts,0,1,0,0,0,1,Beneficial
Kefir Mango and Turmeric - the collective - 500ml,drinks,3.2,8.91,8.06,1.2,12.751875527426158,0.111,Allergens: Nuts,0,1,0,0,0,2,Neutral
Coca cola - 3L,drinks,0.0,7.5,7.5,0.0,0.0,0.025,Allergens: Nuts,0,1,0,0,0,3,Harmful
Cereales y Achicoria - Carrefour - 200 g,drinks,5.5,82.0,2.3,0.1,6.2,0.21,Allergens: Gluten,0,0,0,1,0,2,Neutral
Naturally Essenced Razz-Cranberry Sparkling Water - La Croix - 12 fl oz,drinks,0.0,0.0,0.0,0.0,0.0,0.0,Allergens: Gluten,0,0,0,1,0,2,Neutral
Danone Actimel® XXL Erdbeere 12x100g = 1200g - 1128 ml,drinks,2.8,12.0,11.9,1.0,12.751875527426158,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Shine Strawberry Lemonade - vitaminwater,drinks,0.0,0.0,13.901433217189314,11.578162962962963,12.751875527426158,0.0,Allergens: Milk,1,0,0,0,0,2,Neutral
7up Free,drinks,0.5,0.0,0.0,0.0,12.751875527426158,0.04,Allergens: Milk,1,0,0,0,0,2,Neutral
Milk - cotteswold - 2 litres,drinks,3.4,5.0,5.0,1.0,0.0,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
"Cola Zero - MioMio - 0,5L",drinks,0.0,0.0,13.901433217189314,11.578162962962963,12.751875527426158,0.05,Allergens: Milk,1,0,0,0,0,2,Neutral
Cola zero azúcar - Hacendado - 500 ml,drinks,0.0,0.1,0.0,0.0,12.751875527426158,0.02,Allergens: Milk,1,0,0,0,0,2,Neutral
Biola Syrnet Melk Blåbær 1000g Tine - Tine sa - 1000 g,drinks,3.2,9.0,9.0,11.578162962962963,12.751875527426158,2.62,Allergens: Milk,1,0,0,0,0,2,Neutral
Cola zero azúcar zero cafeína - Hacendado - 2 l,drinks,0.0,0.1,0.0,0.0,12.751875527426158,0.02,Allergens: Milk,1,0,0,0,0,2,Neutral
Protein drink mix vanilla flavour - Herbalife - 558 gr,drinks,3.2,1.2,13.901433217189314,11.578162962962963,0.4,2.62,Allergens: Milk,1,0,0,0,0,3,Harmful
Rio Tropical,drinks,0.0,4.4,4.4,0.0,12.751875527426158,0.0,Allergens: Orange,0,0,0,0,0,2,Neutral
Coca-Cola Zero Azúcar - 500 ml,drinks,0.0,0.0,0.0,0.0,12.751875527426158,0.02,Allergens: Orange,0,0,0,0,0,2,Neutral
Barley cup - 200g,drinks,14.52,134.5,78.0,29.935,2.0,2.62,Allergens: Gluten,0,0,0,1,0,3,Harmful
Lo Bros Living Drinks Organic Kombucha Raspberry & Lemon - 330 ml,drinks,0.1,1.1,1.0,0.1,12.751875527426158,0.0,Allergens: Gluten,0,0,0,1,0,2,Neutral
Milk drink - yazoo,drinks,3.0,9.6,9.6,0.9,12.751875527426158,0.3,Allergens: Milk,1,0,0,0,0,2,Neutral
Caffeine free ginger ale - Canada Dry,drinks,0.0,10.14,10.14,11.578162962962963,12.751875527426158,0.035,Allergens: Milk,1,0,0,0,0,2,Neutral
Haverdrink ongezoet - Albert Heijn - 1 l,drinks,0.6,8.0,1.5,0.2,1.0,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Tropical Juice Drink - Lidl,drinks,0.2,5.3,5.2,0.1,0.5,0.01,"Allergens: Apple, Banana, Kiwi",0,0,0,0,0,3,Harmful
Café latte Espresso - Lidl - 250 ml,drinks,10.0,59.0,51.0,29.935,12.751875527426158,2.62,Allergens: Milk,1,0,0,0,0,3,Harmful
Oatmilk Vanilla - Planet Oat,drinks,0.833,8.33,1.67,0.0,0.417,0.104,Allergens: Gluten,0,0,0,1,0,3,Harmful
boisson au jus poire - Oh! - 1 L,drinks,0.09,13.49,11.66,0.0,0.56,0.01,Allergens: Gluten,0,0,0,1,0,3,Harmful
Les Milbo'z à boire vanille - MILBONA - 720 g,drinks,2.7,11.0,11.0,0.8,12.751875527426158,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Supreme Coconut + Coconut Water - Isola Bio - 1 l,drinks,0.4,1.7,1.2,1.1,12.751875527426158,0.1,Allergens: Milk,1,0,0,0,0,2,Neutral
Isodrink - Hacendado - 330 ml,drinks,0.0,4.4,4.4,0.0,0.0,0.07,Allergens: Milk,1,0,0,0,0,3,Harmful
Chocolush! - 750 ml,drinks,3.5,10.0,8.3,1.4,12.751875527426158,0.21,Allergens: Milk,1,0,0,0,0,2,Neutral
Spumante Nosecco,drinks,14.52,47.0,34.0,29.935,12.751875527426158,2.62,Allergens: Milk,1,0,0,0,0,2,Neutral
Chobani Vanilla Oat,drinks,0.833,6.25,3.75,0.208,0.417,0.109,Allergens: Milk,1,0,0,0,0,3,Harmful
Sparkling natural mineral water - Saskia - 2L,drinks,0.0,0.0,0.0,0.0,0.0,0.0,Allergens: Milk,1,0,0,0,0,2,Neutral
Momenti Citron Framboise - Nestlé - 33 cl,drinks,14.52,134.5,78.0,11.578162962962963,12.751875527426158,2.62,Allergens: None,0,0,0,0,0,2,Neutral
Coco Onctueuse - Alpro - 750 mL,drinks,0.1,2.5,2.5,0.9,1.5,0.16,"Allergens: Nuts, fr:noix-de-coco",0,1,0,0,0,3,Harmful
Prince Chocolate Cookies - LuMondelez - 100g,biscuits,6.3,69.0,32.0,5.6,4.0,0.49,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
tonik - Bimo - 23,biscuits,14.52,76.0,78.0,29.935,20.232014218009482,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
"Gerblé - Sesame Cookie, 230g (8.2oz)",biscuits,10.0,64.0,17.0,2.0,4.6,0.38,"Allergens: Gluten, Sesame seeds",0,0,0,1,0,2,Neutral
Henry’s - 42g,biscuits,7.647,76.471,24.235,5.294,2.353,0.882,Allergens: Gluten,0,0,0,1,0,3,Harmful
KING COOKIES - Excelo,biscuits,5.2,61.5,32.0,12.0,8.361457280385078,0.27,Allergens: Gluten,0,0,0,1,0,2,Neutral
Sable coco Henry s 42g,biscuits,7.62,73.8,23.8,0.476,2.38,0.899,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Biscuits croquants au coeur onctueux de Nutella® - Ferrero - 304 g,biscuits,7.9,64.0,35.8,11.5,8.361457280385078,0.559,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Filled - Dark Chocolate - Bjorg - 225 g,biscuits,7.6,65.0,27.0,6.9,5.3,0.49,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Henry’s - 85 g,biscuits,7.65,76.5,24.2,0.0,2.35,0.882,Allergens: Gluten,0,0,0,1,0,3,Harmful
Momo black - Excelo - 36 g,biscuits,7.0,70.0,27.0,9.9,8.361457280385078,0.32,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Eyoo cover - EXCELO - 52,biscuits,11.0,18.0,78.0,29.935,8.361457280385078,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
"Gerblé - Apple Hazelnut Cookie, 230g (8.2oz) - 230 g",biscuits,9.8,62.0,11.0,1.5,6.6,0.01,"Allergens: Gluten, Nuts",0,1,0,1,0,1,Beneficial
"Gerble - Fig Bran Cookie, 210g (7.5oz) - 210 g",biscuits,9.3,54.0,16.0,1.7,13.0,0.19,Allergens: Gluten,0,0,0,1,0,1,Beneficial
Petit beurre - Bé - 60g,biscuits,5.71,65.7,21.77,9.71,8.361457280385078,0.62,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,2,Neutral
King cookies choco - Excelo,biscuits,5.4,60.4,31.2,12.0,8.361457280385078,0.27,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,2,Neutral
Granola - LU - 200 g e,biscuits,5.9,62.0,28.0,12.0,3.5,1.18,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
"2 Bars Milk and Hazelnuts - Kinder - 43 g (2 x 21,5 g)",biscuits,8.6,49.5,41.2,17.3,2.0,0.272,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
Henrys Sable Coco Biscuit 85g - 85 g,biscuits,6.5,63.0,20.0,0.0,2.3,0.75,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
"Gerblé - Grape Biscuit 16pc, 270g (9.6oz) - 270 g",biscuits,8.3,68.0,17.0,1.2,5.1,0.2,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Nutri+ avoine chocolat - Bjorg - 130 g,biscuits,8.2,61.0,17.0,3.2,7.6,0.61,"Allergens: Eggs, Gluten",0,0,0,1,1,2,Neutral
"BN - Chocolate Cookies, 285g (10.4oz) - 285 g",biscuits,6.5,69.0,30.0,8.6,3.9,0.47,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Digestives - McVitie's - 360g,biscuits,7.0,63.6,15.1,10.1,3.7,1.3,Allergens: Gluten,0,0,0,1,0,3,Harmful
Figolu - LUMondelez - 192 g (12 x 16 g),biscuits,4.69,71.9,50.0,3.75,3.12,0.001,Allergens: Gluten,0,0,0,1,0,3,Harmful
6111259347021,biscuits,5.8,66.0,37.0,15.0,8.361457280385078,0.75,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
"Gerblé - Milk Chocolate Cookie, 230g (8.2oz) - 230 g",biscuits,10.0,62.0,22.0,2.7,5.9,0.68,"Allergens: Gluten, Lupin, Milk, Soybeans, fr:avoine, fr:avoine",1,0,1,1,0,2,Neutral
"Gerblé - Sugar Free Cocoa Chip Cookie, 130g (4.6oz) - 130 g",biscuits,8.0,61.0,0.0,3.3,8.9,0.21,"Allergens: Gluten, Soybeans",0,0,1,1,0,1,Beneficial
petit déjeuner miel et pépites de chocolat - belvita - 435 g,biscuits,5.7,60.0,26.0,2.8,7.6,1.4,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
"Gerble - Soy Orange Cookie, 280g (9.9oz) - 280 g",biscuits,11.0,66.0,18.0,1.4,4.9,0.36,"Allergens: Eggs, Gluten, Lupin, Milk, Sesame seeds, Soybeans, fr:avoine",1,0,1,1,1,2,Neutral
Digestive Biscuits - McVitie's - 400 g,biscuits,7.0,63.6,15.1,10.1,3.7,1.3,Allergens: Gluten,0,0,0,1,0,3,Harmful
P'tit Nature Complet - Bjorg - 200 g,biscuits,7.6,70.0,20.0,0.8,7.6,0.45,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Fourrés Chocolat Au Lait - Bjorg - 225g,biscuits,7.5,67.0,30.0,7.2,3.8,0.52,"Allergens: Gluten, Milk, Mustard, Sesame seeds",1,0,0,1,0,3,Harmful
Digestive Oats Choc - Gullón - 425 g,biscuits,7.6,61.0,22.0,2.2,6.5,1.0,"Allergens: Gluten, Soybeans, es:avena",0,0,1,1,0,2,Neutral
Tagger - Bimo - 22g,biscuits,14.52,18.0,57.0,27.0,20.232014218009482,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Goûter 4S Saveur pommes - Gerblé - 360 g,biscuits,9.11,71.1,12.2,1.67,6.11,0.111,"Allergens: Gluten, Milk, fr:avoine",1,0,0,1,0,2,Neutral
Wheat Biscuits - Tesco - n.48 - 912g,biscuits,12.0,68.0,4.4,0.6,10.0,0.28,Allergens: Gluten,0,0,0,1,0,1,Beneficial
